Customer_ID,Age,Gender,Location,Device_Type,Traffic_Source,Session_Count,Return_Customer,Time_of_Day,Time_Spent_on_Site,Pages_Viewed,Product_Category,Product_Category_2,Discount_Code_Used,Payment_Method,Items_in_Cart,Added_to_Cart,Abandonment_Point,Converted,Order_Value
CUST00724,31,Female,Dubai,Mobile,Referral,2,Yes,Morning,9.55,1,Books,Electronics,No,Digital Wallet,2.0,Yes,None,Yes,60.07
CUST00725,37,Male,Dubai,Mobile,Social Media,4,Yes,Morning,25.48,7,Beauty,None,Yes,Digital Wallet,4.0,Yes,Cart,No,
CUST00726,62,Male,Abu Dhabi,Mobile,Email,3,Yes,Morning,15.75,3,Apparel,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00727,38,Male,Kuwait City,Tablet,Direct,7,Yes,Afternoon,37.28,8,Apparel,None,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00728,22,Female,Dubai,Desktop,Direct,2,Yes,Morning,22.33,2,Electronics,None,No,BNPL,,No,Product Page,No,
CUST00729,34,Female,Dubai,Tablet,Paid Search,1,No,Afternoon,21.28,7,Apparel,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00730,37,Male,Abu Dhabi,Desktop,Organic,5,Yes,Night,30.53,5,Home & Kitchen,Beauty,Yes,Digital Wallet,3.0,Yes,Checkout,No,
CUST00731,52,Male,Abu Dhabi,Mobile,Paid Search,2,Yes,Evening,26.1,5,Apparel,None,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00732,39,Female,Sharjah,Desktop,Paid Search,1,No,Evening,15.22,5,Beauty,Apparel,No,Credit/Debit Card,,No,Product Page,No,
CUST00733,33,Male,Muscat,Tablet,Paid Search,1,No,Night,5.57,3,Apparel,None,No,BNPL,2.0,Yes,None,Yes,2970.38
CUST00734,31,Male,Dubai,Mobile,Direct,2,Yes,Morning,12.24,2,Apparel,Sports,Yes,Digital Wallet,,No,Product Page,No,
CUST00735,44,Female,Doha,Mobile,Direct,2,Yes,Afternoon,28.09,7,Grocery,Toys,No,Digital Wallet,3.0,Yes,None,Yes,67.94
CUST00736,37,Male,Abu Dhabi,Mobile,Paid Search,1,No,Night,2.96,1,Apparel,Sports,Yes,Digital Wallet,,No,Product Page,No,
CUST00737,44,Female,Abu Dhabi,Mobile,Organic,3,Yes,Evening,8.07,3,Apparel,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00738,27,Male,London,Mobile,Referral,3,Yes,Night,16.74,3,Apparel,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00739,35,Female,Dubai,Tablet,Social Media,1,No,Night,23.94,4,Apparel,Sports,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00740,46,Male,Riyadh,Desktop,Social Media,1,No,Afternoon,32.27,8,Electronics,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00741,25,Female,Dubai,Mobile,Social Media,1,No,Night,5.69,1,Apparel,Beauty,No,Digital Wallet,,No,Product Page,No,
CUST00742,28,Male,Sharjah,Mobile,Email,2,Yes,Night,11.79,6,Books,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00743,36,Female,Kuwait City,Desktop,Social Media,2,Yes,Evening,10.94,2,Sports,Apparel,No,Digital Wallet,3.0,Yes,Payment Gateway,No,
CUST00744,50,Female,Cairo,Desktop,Email,4,Yes,Night,21.35,3,Beauty,None,Yes,Digital Wallet,5.0,Yes,None,Yes,97.45
CUST00745,55,Male,Muscat,Mobile,Social Media,3,Yes,Morning,11.66,2,Apparel,None,No,Cash on Delivery,,No,Product Page,No,
CUST00746,29,Male,Riyadh,Desktop,Paid Search,1,No,Evening,16.94,4,Home & Kitchen,Toys,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00747,44,Female,Dubai,Desktop,Social Media,1,No,Afternoon,39.62,9,Apparel,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00748,54,Female,Doha,Desktop,Paid Search,1,No,Morning,16.54,5,Electronics,None,No,BNPL,,No,Product Page,No,
CUST00749,46,Male,Doha,Mobile,Social Media,1,No,Evening,25.79,8,Apparel,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00750,39,Male,Dubai,Mobile,Paid Search,4,Yes,Afternoon,23.08,3,Home & Kitchen,None,No,Digital Wallet,,No,Product Page,No,
CUST00751,40,Female,Sharjah,Desktop,Email,7,Yes,Evening,19.25,6,Electronics,Books,No,Credit/Debit Card,,No,Product Page,No,
CUST00752,30,Male,Muscat,Mobile,Social Media,1,No,Evening,20.38,4,Electronics,None,No,BNPL,,No,Product Page,No,
CUST00753,33,Other,Sharjah,Desktop,Email,3,Yes,Afternoon,32.79,8,Apparel,Sports,No,Digital Wallet,,No,Product Page,No,
CUST00754,35,Female,Abu Dhabi,Mobile,Referral,1,No,Afternoon,12.18,6,Apparel,None,No,Digital Wallet,1.0,Yes,Cart,No,
CUST00755,35,Female,Cairo,Mobile,Email,21,Yes,Evening,23.63,5,Apparel,None,Yes,Cash on Delivery,,No,Product Page,No,
CUST00756,34,Male,Dubai,Mobile,Referral,2,Yes,Night,13.17,2,Electronics,None,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00757,28,Male,Dubai,Mobile,Organic,4,Yes,Evening,13.45,2,Electronics,None,No,Digital Wallet,,No,Product Page,No,
CUST00758,53,Female,Doha,Desktop,Paid Search,26,Yes,Evening,66.06,14,Apparel,None,No,Credit/Debit Card,14.0,Yes,None,Yes,315.64
CUST00759,37,Female,Abu Dhabi,Mobile,Direct,4,Yes,Evening,30.24,9,Electronics,Books,No,Cash on Delivery,,No,Product Page,No,
CUST00760,34,Other,Doha,Desktop,Direct,2,Yes,Afternoon,26.08,5,Apparel,None,No,Digital Wallet,,No,Product Page,No,
CUST00761,25,Male,Dubai,Desktop,Direct,2,Yes,Evening,16.41,4,Electronics,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00762,44,Male,Dubai,Mobile,Organic,7,Yes,Night,21.29,7,Beauty,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00763,31,Male,Dubai,Desktop,Organic,5,Yes,Evening,15.92,5,Apparel,None,No,Cash on Delivery,3.0,Yes,Cart,No,
CUST00764,32,Female,London,Mobile,Paid Search,1,No,Afternoon,17.74,4,Apparel,None,No,Digital Wallet,,No,Product Page,No,
CUST00765,32,Male,Abu Dhabi,Desktop,Email,5,Yes,Afternoon,25.5,6,Electronics,Home & Kitchen,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00766,45,Male,Abu Dhabi,Mobile,Paid Search,2,Yes,Evening,11.34,5,Electronics,None,No,Digital Wallet,1.0,Yes,Checkout,No,
CUST00767,41,Male,Dubai,Mobile,Paid Search,1,No,Evening,12.48,6,Electronics,Sports,Yes,BNPL,,No,Product Page,No,
CUST00768,23,Male,Dubai,Mobile,Organic,3,Yes,Afternoon,16.1,4,Toys,None,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00769,51,Other,Abu Dhabi,Desktop,Social Media,1,No,Night,10.42,5,Sports,Electronics,No,Credit/Debit Card,,No,Product Page,No,
CUST00770,39,Female,Dubai,Desktop,Paid Search,2,Yes,Afternoon,14.88,3,Electronics,Sports,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00771,39,Male,Sharjah,Mobile,Email,3,Yes,Afternoon,16.24,6,Home & Kitchen,Toys,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00772,30,Male,Sharjah,Mobile,Direct,2,Yes,Night,8.42,2,Apparel,Sports,No,Credit/Debit Card,,No,Product Page,No,
CUST00773,49,Male,Kuwait City,Mobile,Organic,5,Yes,Afternoon,15.2,2,Electronics,None,No,BNPL,,No,Product Page,No,
CUST00774,38,Male,Riyadh,Desktop,Organic,3,Yes,Night,39.41,9,Beauty,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00775,32,Male,Sharjah,Mobile,Referral,3,Yes,Afternoon,11.35,5,Electronics,None,Yes,BNPL,3.0,Yes,None,Yes,426.63
CUST00776,26,Female,Dubai,Desktop,Paid Search,2,Yes,Afternoon,10.96,4,Apparel,None,Yes,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00777,36,Male,Doha,Mobile,Email,6,Yes,Afternoon,25.25,6,Beauty,None,Yes,BNPL,,No,Product Page,No,
CUST00778,52,Male,Doha,Mobile,Paid Search,1,No,Evening,20.06,5,Home & Kitchen,Beauty,Yes,Credit/Debit Card,3.0,Yes,None,Yes,201.58
CUST00779,33,Male,Dubai,Desktop,Social Media,2,Yes,Night,33.71,9,Grocery,Home & Kitchen,Yes,Digital Wallet,4.0,Yes,Cart,No,
CUST00780,25,Female,Cairo,Desktop,Organic,2,Yes,Morning,20.715,6,Sports,None,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00781,33,Female,Dubai,Desktop,Email,4,Yes,Morning,18.46,4,Sports,Electronics,Yes,Credit/Debit Card,3.0,Yes,None,Yes,154.34
CUST00782,70,Female,Dubai,Mobile,Paid Search,1,No,Evening,6.43,1,Apparel,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00783,38,Female,Dubai,Desktop,Paid Search,2,Yes,Afternoon,25.23,6,Electronics,None,No,Digital Wallet,1.0,Yes,Cart,No,
CUST00784,30,Female,Cairo,Mobile,Organic,2,Yes,Afternoon,47.86,10,Beauty,Apparel,Yes,Digital Wallet,3.0,Yes,None,Yes,102.03
CUST00785,18,Male,Sharjah,Desktop,Organic,4,Yes,Evening,14.26,4,Toys,None,Yes,BNPL,,No,Product Page,No,
CUST00786,25,Female,Kuwait City,Mobile,Organic,6,Yes,Evening,20.96,7,Apparel,None,No,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00787,42,Male,Dubai,Mobile,Social Media,1,No,Afternoon,7.82,2,Toys,Books,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00788,31,Male,Dubai,Mobile,Organic,4,Yes,Morning,13.71,3,Electronics,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00789,29,Female,Abu Dhabi,Mobile,Paid Search,1,No,Afternoon,12.53,4,Apparel,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00790,49,Male,Muscat,Mobile,Paid Search,2,Yes,Morning,12.65,7,Electronics,None,No,Credit/Debit Card,2.0,Yes,None,Yes,397.08
CUST00791,52,Female,Dubai,Desktop,Organic,2,Yes,Evening,18.48,3,Home & Kitchen,None,No,Credit/Debit Card,2.0,Yes,None,Yes,189.77
CUST00792,42,Male,Dubai,Desktop,Organic,5,Yes,Night,27.78,8,Sports,None,Yes,Digital Wallet,10.0,Yes,Cart,No,
CUST00793,53,Female,Dubai,Tablet,Paid Search,1,No,Morning,15.84,4,Apparel,Beauty,No,Credit/Debit Card,,No,Product Page,No,
CUST00794,48,Female,Muscat,Mobile,Paid Search,1,No,Morning,22.15,5,Books,None,Yes,Cash on Delivery,3.0,Yes,Cart,No,
CUST00795,36,Other,Sharjah,Mobile,Organic,26,Yes,Morning,17.44,3,Home & Kitchen,Toys,No,Credit/Debit Card,4.0,Yes,Checkout,No,
CUST00796,28,Female,Abu Dhabi,Desktop,Paid Search,2,Yes,Night,10.97,6,Home & Kitchen,Beauty,No,Digital Wallet,1.0,Yes,Cart,No,
CUST00797,33,Female,Sharjah,Mobile,Social Media,3,Yes,Morning,9.9,3,Sports,None,Yes,BNPL,2.0,Yes,Checkout,No,
CUST00798,31,Female,Mumbai,Mobile,Social Media,1,No,Night,21.43,6,Electronics,Books,No,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00799,44,Male,Muscat,Desktop,Paid Search,2,Yes,Afternoon,19.56,3,Sports,None,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00800,35,Male,Doha,Mobile,Paid Search,12,Yes,Afternoon,27.41,6,Apparel,None,No,BNPL,1.0,Yes,Cart,No,
CUST00801,23,Female,Dubai,Mobile,Direct,5,Yes,Morning,7.54,3,Apparel,None,No,Digital Wallet,,No,Product Page,No,
CUST00802,34,Other,Dubai,Desktop,Organic,2,Yes,Evening,35.27,8,Home & Kitchen,Grocery,No,Digital Wallet,2.0,Yes,None,Yes,226.57
CUST00803,30,Female,London,Mobile,Organic,2,Yes,Evening,22.85,6,Books,None,No,Digital Wallet,3.0,Yes,None,Yes,44.27
CUST00804,20,Female,Abu Dhabi,Desktop,Organic,7,Yes,Evening,20.53,8,Home & Kitchen,Grocery,No,Credit/Debit Card,3.0,Yes,Checkout,No,
CUST00805,27,Female,Dubai,Mobile,Organic,5,Yes,Afternoon,33.81,9,Beauty,None,No,Cash on Delivery,,No,Product Page,No,
CUST00806,57,Male,Sharjah,Desktop,Direct,5,Yes,Afternoon,18.31,4,Sports,None,No,Digital Wallet,,No,Product Page,No,
CUST00807,26,Male,Cairo,Mobile,Organic,2,Yes,Afternoon,12.56,3,Apparel,None,No,Cash on Delivery,,No,Product Page,No,
CUST00808,20,Male,Abu Dhabi,Desktop,Paid Search,2,Yes,Afternoon,31.51,6,Sports,None,No,BNPL,2.0,Yes,None,Yes,182.74
CUST00809,41,Male,Riyadh,Mobile,Organic,7,Yes,Afternoon,15.51,3,Apparel,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00810,31,Female,Kuwait City,Desktop,Social Media,1,No,Evening,15.05,3,Electronics,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00811,43,Other,Abu Dhabi,Mobile,Organic,3,Yes,Afternoon,11.74,4,Apparel,None,Yes,BNPL,,No,Product Page,No,
CUST00812,31,Female,Dubai,Mobile,Social Media,1,No,Evening,11.69,4,Apparel,Beauty,No,Credit/Debit Card,,No,Product Page,No,
CUST00813,33,Male,Mumbai,Desktop,Direct,2,Yes,Afternoon,12.47,4,Electronics,Books,No,Credit/Debit Card,2.0,Yes,None,Yes,338.28
CUST00814,32,Male,London,Mobile,Organic,5,Yes,Morning,20.33,5,Apparel,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00815,37,Male,Muscat,Mobile,Paid Search,6,Yes,Evening,15.79,4,Electronics,None,No,BNPL,,No,Product Page,No,
CUST00816,36,Female,Doha,Mobile,Paid Search,1,No,Afternoon,19.78,4,Beauty,None,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00817,49,Male,Abu Dhabi,Mobile,Social Media,26,Yes,Morning,6.0,1,Home & Kitchen,None,Yes,Credit/Debit Card,5.0,Yes,Payment Gateway,No,
CUST00818,26,Male,Cairo,Mobile,Paid Search,4,Yes,Night,16.24,7,Beauty,None,Yes,Credit/Debit Card,3.0,Yes,Cart,No,
CUST00819,36,Male,Dubai,Mobile,Social Media,1,No,Evening,27.87,4,Apparel,None,No,Credit/Debit Card,1.0,Yes,None,Yes,118.19
CUST00820,34,Male,Kuwait City,Mobile,Social Media,1,No,Evening,10.47,3,Sports,None,No,Credit/Debit Card,3.0,Yes,Payment Gateway,No,
CUST00821,50,Female,Cairo,Desktop,Social Media,1,No,Night,18.52,3,Electronics,None,No,BNPL,2.0,Yes,Cart,No,
CUST00822,45,Male,Riyadh,Mobile,Referral,1,No,Afternoon,15.57,3,Home & Kitchen,Toys,No,Cash on Delivery,,No,Product Page,No,
CUST00823,50,Male,Kuwait City,Mobile,Social Media,1,No,Night,13.02,2,Apparel,None,No,BNPL,,No,Product Page,No,
CUST00824,64,Male,Kuwait City,Tablet,Paid Search,1,No,Afternoon,19.74,3,Home & Kitchen,Toys,No,Credit/Debit Card,1.0,Yes,None,Yes,91.8
CUST00825,42,Male,Dubai,Desktop,Paid Search,2,Yes,Evening,20.715,4,Apparel,None,No,Digital Wallet,2.0,Yes,None,Yes,117.71
CUST00826,24,Female,Doha,Mobile,Social Media,3,Yes,Night,9.79,4,Sports,Books,Yes,Digital Wallet,3.0,Yes,Cart,No,
CUST00827,55,Female,Dubai,Mobile,Paid Search,26,Yes,Night,18.8,4,Books,None,Yes,Cash on Delivery,4.0,Yes,Cart,No,
CUST00828,41,Male,Sharjah,Tablet,Organic,4,Yes,Evening,9.06,1,Beauty,Apparel,No,BNPL,2.0,Yes,None,Yes,123.11
CUST00829,45,Female,Dubai,Mobile,Paid Search,1,No,Evening,19.99,4,Electronics,None,No,BNPL,1.0,Yes,Cart,No,
CUST00830,23,Male,Abu Dhabi,Mobile,Organic,5,Yes,Evening,28.01,7,Apparel,Toys,No,Digital Wallet,,No,Product Page,No,
CUST00831,45,Female,Muscat,Mobile,Email,4,Yes,Morning,12.21,4,Books,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00832,41,Male,Mumbai,Desktop,Paid Search,1,No,Evening,43.67,8,Apparel,Beauty,No,Cash on Delivery,2.0,Yes,None,Yes,180.84
CUST00833,42,Male,Abu Dhabi,Mobile,Social Media,1,No,Afternoon,9.2,2,Grocery,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00834,36,Female,Sharjah,Desktop,Social Media,1,No,Evening,12.29,2,Apparel,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00835,46,Female,Sharjah,Desktop,Email,2,Yes,Evening,20.715,3,Grocery,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00836,29,Female,London,Mobile,Social Media,2,Yes,Night,19.25,4,Books,None,No,Digital Wallet,,No,Product Page,No,
CUST00837,42,Male,Sharjah,Desktop,Organic,3,Yes,Afternoon,23.05,5,Beauty,Apparel,No,Digital Wallet,2.0,Yes,None,Yes,98.6
CUST00838,26,Male,Doha,Mobile,Email,3,Yes,Evening,9.8,3,Electronics,Home & Kitchen,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00839,26,Other,London,Mobile,Organic,5,Yes,Morning,25.74,6,Apparel,Beauty,No,Digital Wallet,,No,Product Page,No,
CUST00840,55,Male,Abu Dhabi,Mobile,Social Media,2,Yes,Afternoon,13.52,2,Books,None,No,Credit/Debit Card,3.0,Yes,None,Yes,43.34
CUST00841,30,Male,Cairo,Mobile,Paid Search,2,Yes,Evening,32.68,4,Books,None,No,Cash on Delivery,,No,Product Page,No,
CUST00842,28,Male,Cairo,Mobile,Organic,8,Yes,Evening,24.63,5,Electronics,Sports,No,Cash on Delivery,2.0,Yes,Checkout,No,
CUST00843,48,Male,London,Mobile,Direct,4,Yes,Evening,17.05,2,Apparel,Toys,No,Credit/Debit Card,,No,Product Page,No,
CUST00844,51,Male,Dubai,Mobile,Referral,2,Yes,Evening,30.21,4,Sports,Apparel,Yes,Digital Wallet,,No,Product Page,No,
CUST00845,33,Male,Abu Dhabi,Mobile,Direct,3,Yes,Afternoon,17.6,4,Home & Kitchen,None,Yes,Digital Wallet,4.0,Yes,Cart,No,
CUST00846,62,Male,Cairo,Mobile,Email,5,Yes,Evening,27.84,4,Sports,Apparel,Yes,Digital Wallet,,No,Product Page,No,
CUST00847,32,Female,Abu Dhabi,Desktop,Organic,5,Yes,Morning,18.41,6,Sports,Electronics,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00848,49,Male,Riyadh,Mobile,Email,5,Yes,Morning,56.83,12,Books,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00849,40,Male,Dubai,Desktop,Social Media,1,No,Morning,18.57,5,Electronics,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00850,33,Female,Dubai,Mobile,Organic,2,Yes,Evening,14.91,5,Electronics,None,No,Digital Wallet,2.0,Yes,Cart,No,
CUST00851,46,Female,Abu Dhabi,Mobile,Social Media,1,No,Evening,13.6,2,Electronics,None,No,Digital Wallet,,No,Product Page,No,
CUST00852,25,Male,Riyadh,Mobile,Social Media,21,Yes,Afternoon,15.76,6,Grocery,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00853,39,Female,Abu Dhabi,Mobile,Email,4,Yes,Afternoon,19.23,2,Home & Kitchen,None,No,Digital Wallet,3.0,Yes,Cart,No,
CUST00854,35,Male,Riyadh,Mobile,Social Media,1,No,Evening,1.93,1,Electronics,None,Yes,Cash on Delivery,2.0,Yes,Payment Gateway,No,
CUST00855,70,Female,Sharjah,Mobile,Paid Search,2,Yes,Night,16.24,3,Apparel,None,Yes,Credit/Debit Card,4.0,Yes,None,Yes,147.22
CUST00856,38,Male,Doha,Tablet,Paid Search,1,No,Evening,4.03,1,Apparel,None,Yes,Cash on Delivery,2.0,Yes,Checkout,No,
CUST00857,42,Male,Dubai,Tablet,Direct,2,Yes,Morning,7.36,4,Sports,None,No,Digital Wallet,,No,Product Page,No,
CUST00858,46,Female,Abu Dhabi,Mobile,Organic,4,Yes,Night,19.99,5,Beauty,Apparel,No,Credit/Debit Card,2.0,Yes,Checkout,No,
CUST00859,18,Female,Abu Dhabi,Desktop,Organic,2,Yes,Morning,22.89,3,Beauty,Grocery,Yes,Digital Wallet,2.0,Yes,Cart,No,
CUST00860,40,Male,Dubai,Mobile,Social Media,1,No,Night,110.88980665917984,51,Electronics,None,Yes,Digital Wallet,,No,Product Page,No,
CUST00861,57,Male,Sharjah,Mobile,Social Media,1,No,Evening,5.95,5,Books,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00862,40,Male,Riyadh,Desktop,Paid Search,1,No,Afternoon,39.14,8,Electronics,None,Yes,BNPL,2.0,Yes,Cart,No,
CUST00863,35,Female,Sharjah,Mobile,Social Media,1,No,Evening,12.58,2,Beauty,None,No,Cash on Delivery,,No,Product Page,No,
CUST00864,48,Male,Dubai,Mobile,Email,5,Yes,Morning,11.79,5,Electronics,None,Yes,BNPL,3.0,Yes,None,Yes,363.89
CUST00865,35,Male,Doha,Mobile,Social Media,1,No,Night,20.39,2,Electronics,None,No,Digital Wallet,1.0,Yes,None,Yes,233.09
CUST00866,56,Male,Dubai,Mobile,Social Media,1,No,Afternoon,9.26,5,Electronics,None,Yes,Cash on Delivery,,No,Product Page,No,
CUST00867,52,Female,Cairo,Mobile,Paid Search,2,Yes,Afternoon,32.96,6,Home & Kitchen,None,No,Cash on Delivery,2.0,Yes,Checkout,No,
CUST00868,33,Female,Dubai,Mobile,Social Media,1,No,Evening,12.1,4,Beauty,Grocery,Yes,BNPL,,No,Product Page,No,
CUST00869,34,Female,Mumbai,Mobile,Paid Search,2,Yes,Morning,9.47,2,Electronics,None,No,BNPL,,No,Product Page,No,
CUST00870,48,Male,Dubai,Mobile,Organic,6,Yes,Afternoon,18.01,2,Apparel,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00871,51,Female,Abu Dhabi,Desktop,Social Media,3,Yes,Night,13.41,4,Sports,Books,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00872,49,Female,Dubai,Mobile,Email,3,Yes,Evening,24.76,7,Electronics,Sports,Yes,Credit/Debit Card,3.0,Yes,Payment Gateway,No,
CUST00873,37,Female,Dubai,Desktop,Organic,5,Yes,Afternoon,22.87,2,Electronics,Home & Kitchen,No,Digital Wallet,,No,Product Page,No,
CUST00874,39,Male,Dubai,Desktop,Social Media,2,Yes,Evening,42.17,8,Apparel,None,Yes,Cash on Delivery,,No,Product Page,No,
CUST00875,36,Male,Dubai,Desktop,Social Media,1,No,Night,20.63,7,Sports,None,No,Digital Wallet,,No,Product Page,No,
CUST00876,37,Female,Riyadh,Desktop,Organic,4,Yes,Morning,25.81,7,Apparel,Toys,No,Cash on Delivery,,No,Product Page,No,
CUST00877,32,Male,Abu Dhabi,Mobile,Paid Search,2,Yes,Evening,16.46,5,Toys,Apparel,Yes,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00878,57,Female,Dubai,Mobile,Organic,4,Yes,Afternoon,18.58,6,Apparel,Beauty,No,Credit/Debit Card,,No,Product Page,No,
CUST00879,44,Female,Dubai,Mobile,Direct,6,Yes,Night,16.24,3,Apparel,Sports,No,Credit/Debit Card,2.0,Yes,None,Yes,130.52
CUST00880,43,Female,Cairo,Tablet,Social Media,3,Yes,Night,17.11,5,Electronics,Books,No,Cash on Delivery,2.0,Yes,None,Yes,452.65
CUST00881,51,Female,Sharjah,Mobile,Organic,3,Yes,Night,63.55,15,Beauty,None,Yes,Cash on Delivery,4.0,Yes,None,Yes,88.67
CUST00882,24,Female,Dubai,Mobile,Email,3,Yes,Night,27.23,6,Apparel,Sports,No,Cash on Delivery,3.0,Yes,None,Yes,138.35
CUST00883,44,Male,Abu Dhabi,Mobile,Social Media,2,Yes,Afternoon,19.33,5,Beauty,Grocery,Yes,Digital Wallet,,No,Product Page,No,
CUST00884,52,Male,Dubai,Tablet,Organic,2,Yes,Morning,11.58,5,Electronics,None,No,BNPL,,No,Product Page,No,
CUST00885,27,Male,Dubai,Mobile,Social Media,1,No,Afternoon,29.05,6,Apparel,Beauty,Yes,Credit/Debit Card,3.0,Yes,None,Yes,133.93
CUST00886,51,Male,Sharjah,Mobile,Social Media,1,No,Evening,23.15,8,Sports,None,No,Digital Wallet,1.0,Yes,Checkout,No,
CUST00887,44,Male,Doha,Mobile,Organic,4,Yes,Evening,38.21,9,Beauty,None,Yes,Credit/Debit Card,14.0,Yes,Payment Gateway,No,
CUST00888,39,Male,Cairo,Tablet,Organic,2,Yes,Evening,16.65,5,Electronics,Home & Kitchen,No,Credit/Debit Card,2.0,Yes,None,Yes,433.45
CUST00889,38,Female,Sharjah,Mobile,Direct,5,Yes,Afternoon,10.52,3,Home & Kitchen,None,No,BNPL,2.0,Yes,Payment Gateway,No,
CUST00890,29,Female,Mumbai,Mobile,Paid Search,1,No,Evening,3.71,1,Beauty,Grocery,No,Cash on Delivery,,No,Product Page,No,
CUST00891,23,Other,London,Desktop,Social Media,1,No,Night,7.91,3,Electronics,Sports,No,Credit/Debit Card,,No,Product Page,No,
CUST00892,49,Female,Muscat,Mobile,Paid Search,2,Yes,Afternoon,10.72,3,Home & Kitchen,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00893,28,Female,Sharjah,Desktop,Paid Search,2,Yes,Afternoon,24.74,5,Apparel,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00894,32,Female,Dubai,Mobile,Social Media,1,No,Evening,8.73,1,Home & Kitchen,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00895,61,Other,Dubai,Mobile,Social Media,3,Yes,Evening,8.17,1,Sports,Books,No,Digital Wallet,,No,Product Page,No,
CUST00896,41,Female,Riyadh,Desktop,Paid Search,1,No,Night,21.06,5,Electronics,None,Yes,Digital Wallet,1.0,Yes,Payment Gateway,No,
CUST00897,42,Female,Abu Dhabi,Tablet,Social Media,1,No,Evening,0.91,1,Electronics,None,No,Digital Wallet,2.0,Yes,Checkout,No,
CUST00898,34,Female,Dubai,Mobile,Social Media,1,No,Night,7.89,1,Apparel,None,No,Credit/Debit Card,,No,Product Page,No,
CUST00899,51,Female,Sharjah,Mobile,Referral,3,Yes,Evening,16.98,4,Grocery,None,No,Credit/Debit Card,2.0,Yes,Cart,No,
CUST00900,26,Male,Dubai,Desktop,Email,2,Yes,Morning,20.68,4,Beauty,Grocery,No,Credit/Debit Card,,No,Product Page,No,
CUST00901,46,Male,Doha,Mobile,Paid Search,3,Yes,Morning,38.22,10,Electronics,Home & Kitchen,No,Cash on Delivery,,No,Product Page,No,
CUST00902,27,Male,Dubai,Tablet,Direct,6,Yes,Afternoon,10.77,5,Apparel,None,No,BNPL,3.0,Yes,Payment Gateway,No,
CUST00903,59,Male,Riyadh,Tablet,Organic,2,Yes,Morning,12.65,3,Apparel,Beauty,Yes,Credit/Debit Card,4.0,Yes,Payment Gateway,No,
CUST00904,44,Male,Kuwait City,Mobile,Direct,2,Yes,Afternoon,8.12,5,Beauty,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00905,29,Male,Dubai,Tablet,Social Media,3,Yes,Evening,7.66,2,Apparel,None,Yes,Credit/Debit Card,,No,Product Page,No,
CUST00906,38,Male,Sharjah,Mobile,Social Media,2,Yes,Evening,18.57,3,Grocery,Beauty,No,Credit/Debit Card,,No,Product Page,No,
